"FA-Fs","FA-Con","FA-Mot","FA-Act","Cogni","Depr","PhF","SocF","RolePh","RoleE","EmotWB","Pain","HealthP","ChangeH","FutU","Visual","Motor","CommD","HA","Seiz","Drow"
0,0.112509485926738,0.219478331829058,0.198324356212172,0.0190262003634166,0.0853461343911378,0.182821222254186,0.0482449617670054,0.172312741429958,0,0,0,0.0577390344766728,0.00819437485800316,0.103385634656889,0,0,0,0,0,0.216807557757253
0.112509485926738,0,0,0,0.537777657783773,0.0588990929065685,-0.0804694915184638,0.05664947353312,0,0.148933663119902,0,0,0,-0.0107672954277157,0,0.146985267626879,0,0.0330693641150162,0,0,0
0.219478331829058,0,0,0.408393154144395,0.000135402533837929,0.123986705077588,0.0152956299654285,0,0,0,0,0,0.0404871806464132,0,0.0435278797789051,0,0,0,0,0,0
0.198324356212172,0,0.408393154144395,0,0,0,0.0577037526139463,0,0.061448941520305,0,0,0,0,0,0,-0.00811794014773608,0.0967539889451661,0,0,0,0
0.0190262003634166,0.537777657783773,0.000135402533837929,0,0,0.070070035074694,0,0,0,0.0530495702269769,0.0853446622945978,0,0,0,0.0273050630213938,0.0196610167469779,0.0424824926140576,0.195855134092643,0,0,0
0.0853461343911378,0.0588990929065685,0.123986705077588,0,0.070070035074694,0,0,0.282852713568961,0,0.0549351089198839,0.348067375212199,0,0.0485788160196343,0,0,0,0.0308948630654411,0,0.00826547211408011,0,0
0.182821222254186,-0.0804694915184638,0.0152956299654285,0.0577037526139463,0,0,0,0.0475430159684141,0.230334109494949,0,0,0.280556233691605,0.101178122831023,0.0889493959182673,0,0.071809278952907,0.0456202041926965,0,0.0290198810188138,-0.0326354225315099,0
0.0482449617670054,0.05664947353312,0,0,0,0.282852713568961,0.0475430159684141,0,0.121635459753326,0.169011858845293,0.026194278281742,0.0956447239220304,0.0119574039972656,0,0.00174103577963994,0,0.0191371881223453,0,0,0,0
0.172312741429958,0,0,0.061448941520305,0,0,0.230334109494949,0.121635459753326,0,0.0891526913760247,0,0,0.095904561354539,0,0,0.0143209726252809,0.0556503620495725,0,0.00327207704520047,0,0.0822807456484849
0,0.148933663119902,0,0,0.0530495702269769,0.0549351089198839,0,0.169011858845293,0.0891526913760247,0,0.176128021162785,0,0,0,0,0.0609290614141361,0.0766946319591007,0,0,0,0.0527576709989448
0,0,0,0,0.0853446622945978,0.348067375212199,0,0.026194278281742,0,0.176128021162785,0,0,0.0476875783263761,0,0.258693214609366,0,0,0.10198248042406,0.0310312357707458,0,0
0,0,0,0,0,0,0.280556233691605,0.0956447239220304,0,0,0,0,0,0.00349358943795411,0,0,0.203391550952467,0.0343103670869829,0.386105977955466,0,0
0.0577390344766728,0,0.0404871806464132,0,0,0.0485788160196343,0.101178122831023,0.0119574039972656,0.095904561354539,0,0.0476875783263761,0,0,0,0.242163137520517,0,0.0498892001908256,0,0,0,0
0.00819437485800316,-0.0107672954277157,0,0,0,0,0.0889493959182673,0,0,0,0,0.00349358943795411,0,0,0.163364787996975,0,0.0872773269393851,0,0,0.0329110150148066,0.0837694391479272
0.103385634656889,0,0.0435278797789051,0,0.0273050630213938,0,0,0.00174103577963994,0,0,0.258693214609366,0,0.242163137520517,0.163364787996975,0,0,0,0,0,0.18096566783234,0
0,0.146985267626879,0,-0.00811794014773608,0.0196610167469779,0,0.071809278952907,0,0.0143209726252809,0.0609290614141361,0,0,0,0,0,0,0.0822164637321387,0.125754529377627,0,0.029949863314124,0
0,0,0,0.0967539889451661,0.0424824926140576,0.0308948630654411,0.0456202041926965,0.0191371881223453,0.0556503620495725,0.0766946319591007,0,0.203391550952467,0.0498892001908256,0.0872773269393851,0,0.0822164637321387,0,0.0208056719400181,0.090921724624989,0.137389520006664,0.1183000033133
0,0.0330693641150162,0,0,0.195855134092643,0,0,0,0,0,0.10198248042406,0.0343103670869829,0,0,0,0.125754529377627,0.0208056719400181,0,0.0470730663353907,0,0.0454165775217559
0,0,0,0,0,0.00826547211408011,0.0290198810188138,0,0.00327207704520047,0,0.0310312357707458,0.386105977955466,0,0,0,0,0.090921724624989,0.0470730663353907,0,0,0
0,0,0,0,0,0,-0.0326354225315099,0,0,0,0,0,0,0.0329110150148066,0.18096566783234,0.029949863314124,0.137389520006664,0,0,0,0
0.216807557757253,0,0,0,0,0,0,0,0.0822807456484849,0.0527576709989448,0,0,0,0.0837694391479272,0,0,0.1183000033133,0.0454165775217559,0,0,0
